trip_id,driver_id,rider_id,device_id,pickup_location,dropoff_location,distance_km,fare_amount,payment_method,pickup_time,dropoff_time,fraud_flag,fraud_type
5638,7517fddf-ebd8-4116-8c42-0e2c9f748dc1,04fe7cfd-78a9-4d21-9931-a13582b323f4,dd5a1f97-2d28-4179-9b72-550c51812365,"28.559760247250605,77.16797640673842","28.524798293274554,77.2147864604919",5.84,60.63,cash,2025-07-16 22:56:31.728823,2025-07-16 23:05:31.728823,0,legit
5639,0248bab2-b7b1-4a3c-aa56-9b39c81eadd1,b535a720-1a3e-457a-9408-f1e990933afa,668b6e96-4892-442c-9335-cc895a2a94a7,"28.612971575817895,77.27465401438334","28.644553879522128,77.2142326725155",6.82,55.71,wallet,2025-08-28 20:43:13.613712,2025-08-28 21:10:13.613712,0,legit
5640,464af31c-6ff1-4f9b-97b8-766fac8c9f0e,fe9a046d-0262-4abe-962e-a0d3f162569f,db5d5024-603a-417d-a840-60fb6e142ed0,"28.691314614939003,77.15891635524156","28.656601632975942,77.2321799712877",8.11,68.0,card,2025-07-15 02:48:33.498633,2025-07-15 03:21:33.498633,0,legit
5641,1460a989-ca2f-480b-82a6-e823837494e0,de7ebed6-fd90-4b27-a513-d387d16f516e,3841b184-f041-4411-a79d-08eb5f0ca6b0,"28.566113672338773,77.25245527369714","28.638013733118658,77.30059861628759",8.65,96.35,cash,2025-06-13 17:04:00.874162,2025-06-13 17:55:00.874162,0,legit
5642,b3827c59-251a-4e2b-9eb3-25650a58a986,35a82e59-e414-48d2-9f77-6ff5679effee,fe59a238-cc40-4626-9e28-9e58c835cb92,"28.68607589767227,77.21097130583821","28.68770240811642,77.1598150154021",5.12,59.98,wallet,2025-07-14 13:48:58.204664,2025-07-14 14:45:58.204664,0,legit
5643,cdbf159f-8112-4598-96b9-333d0c1125ab,076ddcd2-742c-427c-bb5e-6a13424e8af6,1f010880-5e3c-47fb-9a22-354b0f4ec823,"28.695223858467017,77.31047073959601","28.59089579648101,77.2512388115947",12.0,126.84,wallet,2025-09-04 18:21:59.036459,2025-09-04 18:37:59.036459,0,legit
5644,fraud_driver_456,fraud_rider_123,27e3d602-26dc-4cf5-810a-6607820a10d1,"28.528318724084357,77.14443947283205","28.53776399980273,77.2344367568542",9.05,75.14,card,2025-08-23 10:59:28.781021,2025-08-23 11:42:28.781021,1,rider_driver_repeat
5645,0a98c5e3-7d70-4cc9-93cb-993fb8334ba5,6c956e60-74b2-439c-838a-5b57d77e05e3,8f2d0ac8-83f4-414a-9b72-fd3118f2435c,"28.672081688664115,77.21474738443503","28.604867223980616,77.23025437531322",6.9,80.74,cash,2025-06-30 23:14:30.860833,2025-06-30 23:23:30.860833,0,legit
5646,cd8d42ca-e5a6-4576-bb1d-12eda5dfa1e6,e82d4be5-86f0-4657-bdb1-782c37f5e44f,e9c7e48a-5c8e-4276-914d-a400c855f629,"28.565795516782817,77.32878262486156","28.5874778314834,77.2977703095373",3.78,34.68,card,2025-07-08 13:23:11.644839,2025-07-08 13:58:11.644839,0,legit
5647,81623287-7803-4cc8-b3dc-d0d2a9d87e78,f2589822-6bfb-49a6-acd1-0d8969c5c4f4,a99f0a89-7e43-4e47-aa62-595960a9ea48,"28.700804174710257,77.26580331646123","28.601341112193154,77.31356306703012",11.03,132.12,cash,2025-08-07 01:05:00.123826,2025-08-07 01:39:00.123826,0,legit
5648,297b2d30-1a6c-4b29-b19a-3dd474b9c72c,c36303a5-0cc6-4abe-a1d2-a6fa08f30994,6985f737-c151-4400-a91d-92f55330612e,"28.575472457294147,77.28497487573583","28.664991168020794,77.18733349554522",13.25,122.27,card,2025-09-07 03:51:42.668939,2025-09-07 04:30:42.668939,0,legit
5649,147ea732-e570-4cbf-98a7-1bdb18130033,c0dc8e60-373d-465c-a088-01476190257a,5cca4407-63de-4624-a4e5-dcf99f7066e6,"28.58891440652938,77.2537847233219","28.67985521178202,77.30145455572497",10.27,109.5,wallet,2025-08-04 06:19:04.764814,2025-08-04 06:43:04.764814,0,legit
5650,dcf2ef05-b897-4cd5-b163-b188a450ce3e,e67e9509-582d-4547-8735-50d8a6f48e5b,f64993ce-9b8b-41e3-9093-243eae4e556e,"28.629214279966025,77.28695459079961","28.614219288507183,77.31442446894306",3.13,28.57,cash,2025-07-02 01:32:46.768714,2025-07-02 02:18:46.768714,0,legit
5651,9ae75bd4-57cd-46be-ac1b-6df7ec227486,6c2c24ad-9017-459b-be7d-d866c6047fd1,7e1387f5-55e9-496c-86a5-ab2e1a61f2c8,"28.595309581108864,77.20448594628985","28.551661764616235,77.27356589573033",8.17,96.21,card,2025-06-13 15:09:52.711221,2025-06-13 15:19:52.711221,0,legit
5652,91e23405-f0c6-4b44-83b7-a9e5789d198f,9ff7bf19-ecfa-4255-9e31-b502e2cb931a,b825a261-1b5e-47c4-af22-4e73d4e0ff03,"28.63445178630201,77.22499687509183","28.641276885327166,77.13817213869785",8.71,75.32,card,2025-07-15 20:18:48.173172,2025-07-15 21:17:48.173172,0,legit
5653,f20cac8a-7304-47e1-b98c-3cdd002e1fd7,c6a793cb-9975-4252-9cb8-fa3b6ad0ee29,a0a1b7b2-8701-42b3-a735-b71346d2ebba,"28.68412229606543,77.18613640071459","28.60636791675613,77.22952375371432",8.9,82.26,card,2025-08-27 19:07:38.368748,2025-08-27 19:42:38.368748,0,legit
5654,dd8d80ab-307b-4e12-8f5e-c1874dc28ccc,e7e3dc29-c148-4c80-ae5a-bd8d8b19a8f6,26792b69-608c-42d1-9dfe-f53ab33a39cc,"28.61980969771961,77.2987911239248","28.549454301388174,77.32569009508728",7.53,75.66,wallet,2025-06-21 18:09:54.867359,2025-06-21 18:44:54.867359,0,legit
5655,321ad0ac-e110-41ab-a748-cb697b8ebf89,ba2b6290-810a-48a2-9234-70a5567ffb7f,shared_device_999,"28.695584613890496,77.13066297036966","28.52792470050211,77.17448390815447",17.33,187.34,cash,2025-07-13 11:20:45.055670,2025-07-13 12:05:45.055670,1,rider_driver_repeat
5656,b2a24469-bf16-4a86-b1ad-d97e1cdb48db,42a26047-3f09-4635-b9ca-62e36a76a0cf,11170333-9e96-4872-84d1-e2151bd19db2,"28.647839218927896,77.23988909282647","28.686233940281607,77.27600285986352",5.27,62.77,wallet,2025-08-24 23:09:20.238183,2025-08-24 23:43:20.238183,0,legit
5657,ed580baf-fc70-4875-9ad6-f2fa915e243b,9573c921-960b-4334-b12e-dc950f085040,9627494f-3e7c-47ca-a34d-77d58f1a83fe,"28.59351815713375,77.31331490836764","28.6951867588954,77.24394202799284",12.31,131.57,cash,2025-08-31 16:01:03.923928,2025-08-31 16:55:03.923928,0,legit
5658,fc15f3bd-d8f5-4ea0-9a1e-a0a197e23d8e,9caefb82-67a8-4d24-b97f-9030110799df,c0237f7a-8512-49c3-84ce-f710ccabbbe8,"28.60677658803012,77.29580561438728","28.645389800679776,77.25093923635261",5.92,58.44,wallet,2025-08-29 01:06:42.067270,2025-08-29 01:51:42.067270,0,legit
5659,cb03c499-8e99-4bf6-82fa-c6e14908c539,3232b5ce-2266-40a9-80ec-e6411cd0f8a5,eea3ca0e-f9d2-4329-99a9-fdc879ee1575,"28.656348287341057,77.26699513927458","28.550713525420164,77.28821054205217",10.77,120.64,card,2025-07-04 17:55:27.526876,2025-07-04 18:02:27.526876,0,legit
5660,1531478c-0324-406c-a96e-0e8572e896b2,70922ef2-1f39-45f1-8cdf-e54164e3654f,aa441c89-e4fe-4c9d-b384-a102b8d5fe9c,"28.53311788883586,77.1452270695049","28.576662710957432,77.15889877030918",4.56,43.36,wallet,2025-07-29 03:42:24.397603,2025-07-29 04:25:24.397603,0,legit
5661,522ed060-cf3c-4170-8ca4-754db9c0f47f,9d62c01a-2212-4c9b-9846-514f79d64122,82c369ea-87a5-4016-8a9f-4357a17dcc8d,"28.670463494938108,77.26744003432691","28.65309029048654,77.25430504827165",2.18,19.36,cash,2025-09-07 09:32:56.076756,2025-09-07 10:23:56.076756,0,legit
5662,9dd70ef2-0aa3-43f6-8c8d-390ed15bf382,418e62e1-0d46-4ad1-b0e1-95774a16d3c9,7f45658f-a57c-4ea9-ad72-885b3267487a,"28.62639324833396,77.32202242698202","28.560630498011587,77.16222654496119",17.28,156.94,card,2025-09-01 02:53:13.287326,2025-09-01 03:16:13.287326,0,legit
5663,1ad6dbaa-8ec9-448a-a6a5-58e6085b9a4f,33a00916-327c-4707-8c21-b66cd7329e11,5ce9e457-5fc5-4746-86a5-b10b6a1d4d47,"28.53055023468904,77.28733139976036","28.603483453614093,77.13015185641943",17.33,193.01,wallet,2025-06-29 05:39:29.118729,2025-06-29 06:36:29.118729,0,legit
5664,4282f42a-1675-44d4-b9dd-2904cdddb1ff,fe3fd443-bb75-43d2-a6e8-d739d28345b2,c0cc6d7b-a656-4a57-8d57-0fe0ecceaf11,"28.703161619894082,77.2645354703796","28.537332617637592,77.22654939395592",17.01,175.94,card,2025-07-24 01:37:21.261979,2025-07-24 01:50:21.261979,0,legit
5665,a886fe33-ff7b-418f-9953-1dd3c9f113a6,f761dbe4-081d-4cce-a273-ca3065fe4882,e5bbd8e9-7215-44e6-9714-1803c29cdb4f,"28.533637719486318,77.21983291519501","28.569284519106347,77.22485823428914",3.6,41.69,card,2025-06-26 23:24:15.344622,2025-06-27 00:14:15.344622,0,legit
5666,fraud_driver_456,fraud_rider_123,00656a7d-d492-4741-ba6c-bb2fae602276,"28.572837659404883,77.2361010227843","28.654648616242927,77.23801401032337",8.18,72.33,cash,2025-08-04 06:09:57.833960,2025-08-04 06:52:57.833960,1,rider_driver_repeat
5667,024f236f-e6c1-4199-90af-70bebbaa130d,b0947ca4-96ea-4832-98fb-49fce7d8a835,21ffa9c8-f816-42d5-99cf-74b0057daaef,"28.620491519673884,77.24676341698743","28.604969951805703,77.17323853755349",7.51,73.22,card,2025-08-20 21:20:14.156306,2025-08-20 22:15:14.156306,0,legit
5668,7120c1d2-c19c-4796-b96d-7a0d9bc34c31,60e1c6f7-5899-4569-8f3c-3de8f40e6f0f,dd0b1b6d-3549-4e23-88bb-b3267f9c3a68,"28.58695658760724,77.1740075246253","28.57011874974929,77.3105284148315",13.76,121.21,card,2025-08-31 21:16:00.166033,2025-08-31 22:08:00.166033,0,legit
5669,d645dd4c-9df2-48b7-a6cc-1d6361d2b6b3,14d9a085-333c-4f6f-9284-9353af2a9f45,9272c93a-553d-4860-955f-8daf407a29f2,"28.59657385893219,77.23591895683703","28.59939147330912,77.17576425239504",6.02,58.44,cash,2025-09-03 09:49:10.092322,2025-09-03 10:17:10.092322,0,legit
5670,50f3b327-5171-4c57-8a47-ba8999efeca5,0a23b798-4f27-49df-9472-ba5493ce3eba,e2a49694-f16e-4c7c-9ee7-e6bd4c77b868,"28.619711810665912,77.29262453031944","28.584741919530508,77.20119019144961",9.79,93.55,cash,2025-08-28 14:51:07.010471,2025-08-28 14:57:07.010471,0,legit
5671,a99a8621-9f9a-458b-b83f-c378d21151c5,372e3ae7-5ab3-417b-b1b0-7ef0c3a92be4,c2c20307-2b1c-4504-9fc6-7e30d4fce736,"28.551181793423687,77.30958222598112","28.632379048563955,77.1965481544914",13.92,129.53,card,2025-07-20 17:07:06.041858,2025-07-20 17:55:06.041858,0,legit
5672,3a4d92a1-f7cf-443c-9415-76fe580e2566,23f58933-5d5d-4b49-a454-0bac825ee73e,d2f95d25-c936-449b-925b-952dd67f17d2,"28.541868732555844,77.19017854038599","28.511285471326495,77.29328109658798",10.75,99.73,card,2025-07-15 13:08:43.611052,2025-07-15 13:55:43.611052,0,legit
5673,ecc48b64-a284-4fdb-8c93-8517aede973b,c79a0058-8cad-44df-b8df-de3dab49ecf6,d7936de5-0fff-4114-8aec-899ca6ae53dc,"28.567173936999076,77.13098375425513","28.61998413885366,77.15185763348647",5.68,63.48,cash,2025-08-31 10:11:24.761924,2025-08-31 10:58:24.761924,0,legit
5674,d81e1e38-355a-43ec-91ce-0ead6769b9ea,5a34c134-38ab-4d66-955a-ef1f634a93ba,bf060609-2d2c-4378-903c-600de328e2db,"28.669885000922168,77.28475105669509","28.707015252136813,77.14832007505571",14.14,138.16,card,2025-08-21 14:00:42.258141,2025-08-21 14:46:42.258141,0,legit
5675,66d69a0a-4313-4d4b-a9c3-6efe586937ba,37c56d2e-953c-4ead-affc-d161b45ff513,5ef87fb9-c75c-473b-b523-041fe9f77534,"28.53381759506632,77.21421837596402","28.569128398867225,77.29976079076737",9.25,78.71,wallet,2025-08-23 16:55:01.485541,2025-08-23 17:53:01.485541,0,legit
5676,46869fa6-2475-440e-a31b-d3cd13763ff1,2ddee113-1d10-4f85-9929-af6d91fd13c1,7579dcdb-24ef-4b97-882e-6b04341e5b25,"28.600983543823528,77.29896369978499","28.692210199094063,77.21904070416949",12.13,125.23,wallet,2025-06-25 17:34:32.148726,2025-06-25 17:43:32.148726,0,legit
5677,ca418454-43dc-43d8-9f14-2be80b10c565,1fa02ff9-f5c5-4cdf-99fe-1a199d261d58,shared_device_999,"28.640915935506445,77.2778678725597","28.604282607893815,77.32124561633896",5.68,65.14,wallet,2025-07-04 01:34:26.838876,2025-07-04 02:28:26.838876,1,rider_driver_repeat
5678,7c5f9ace-e2e2-4758-b0c9-2bae67cea1b8,fe25916f-f2d7-4ad0-a6df-74a9904bf311,189fdc31-df73-4331-9daa-5ef8178d3870,"28.585912377851944,77.2660887259906","28.693441132622603,77.14281800581942",16.36,141.16,wallet,2025-06-24 12:08:28.952351,2025-06-24 12:14:28.952351,0,legit
5679,5c228c06-57a4-4a21-a217-dcf65e0926e4,11c693a5-ff66-4755-87e6-eddac4e32d08,87bd63f2-7f33-4ee6-ba74-88e0eb7d1103,"28.676965549050973,77.18353838946777","28.560067882194744,77.21131173942975",12.02,129.06,wallet,2025-07-16 05:32:37.036378,2025-07-16 06:12:37.036378,0,legit
5680,58f6a37c-3f7a-44b9-8c19-e974485405ef,6f23cae4-5a1e-45b6-a82d-33081edcd865,7d281133-0e88-4d68-940f-3339a2bca9e3,"28.684714382532775,77.23335318985056","28.612838606181455,77.16265719120877",10.08,94.58,card,2025-06-18 21:52:25.653126,2025-06-18 22:37:25.653126,0,legit
5681,0e56ea7e-8a9b-4f2e-88a9-6f998a6f158a,3d2613d1-83c9-4b07-92cc-7399abefa5e4,048a299f-d0d9-4ee3-afcc-94edbd50a6f2,"28.55554985768223,77.1818059173889","28.525428028065487,77.2929406727162",11.51,94.42,card,2025-08-09 09:10:10.487170,2025-08-09 09:45:10.487170,0,legit
5682,126f81e9-bb4a-4dc2-a725-e210d45c231d,72b15e7c-a1e4-46a4-a8ef-0d90177ce9c7,54f104f7-b934-451b-bbe6-eb9aff001751,"28.703957969845266,77.2376057255267","28.510011087129097,77.1805726552083",20.22,210.54,cash,2025-08-03 11:11:49.555943,2025-08-03 11:21:49.555943,0,legit
5683,a8b8f9a1-d3b9-4206-a9a3-2e9d97e7a448,e7491273-1d9a-4495-971e-9764ac3b1638,f377e26b-f87b-45ca-9a70-9a45860b3bbd,"28.662227102190997,77.16607858065845","28.530218783572884,77.15728841440465",13.23,127.07,wallet,2025-07-20 10:34:44.273340,2025-07-20 11:07:44.273340,0,legit
5684,9ba23997-a0a2-4e5d-b8cd-f1fa356657e0,b74661fd-662a-42ba-986b-d1eab0fad6cf,261f4ed8-a2f7-4985-9bfa-9b7121bfdd74,"28.595571442134396,77.2585750135783","28.538162610979764,77.20704614201406",7.71,70.46,cash,2025-06-29 19:40:56.118768,2025-06-29 20:25:56.118768,0,legit
5685,04db9fdd-287f-4848-9ebd-35e34eae783b,8f3b56a6-8275-41dd-9ef7-26cb4b99c782,d7e290c9-567c-4332-9d81-4a61e2c9d72b,"28.511233265281213,77.15151718633246","28.638239971286342,77.28685119805557",18.56,195.68,card,2025-08-26 21:20:42.029137,2025-08-26 21:28:42.029137,0,legit
5686,602310c5-c471-4c71-a806-0bb021de1bb6,c235d5d6-79c6-4226-b82c-e5d0ee1e9746,aef33386-0ed4-4fbd-a57e-501fea6fe57f,"28.66485000470331,77.13129936293669","28.545302944318898,77.27278538936267",18.52,150.99,cash,2025-09-09 18:09:55.574831,2025-09-09 18:18:55.574831,0,legit
5687,954e283b-0b2e-4bf5-b1c6-ffd7828aa6d3,cde4a7fd-35ec-45d5-8b2c-1903cc77ad64,0a8e38c7-461f-41af-baf0-05759be5840f,"28.589885945423458,77.22310124888116","28.69402166275259,77.13644497044034",13.55,109.22,cash,2025-06-24 20:41:44.659068,2025-06-24 20:51:44.659068,0,legit
5688,caa408e4-7ff3-4f30-90db-25957db89fa6,5cf3cac0-c931-4584-b33b-b3f2c7e39fb5,876fe546-5d8d-4b18-9dfa-d2470fc3735f,"28.5477153103865,77.25049763222516","28.529920781044954,77.3137035477233",0.32,496.18,cash,2025-08-29 10:49:59.431155,2025-08-29 11:49:59.431155,1,device_reuse
5689,283ca6bf-d7e0-450b-960b-020b06855648,4c0f3942-5613-4c2f-ab4d-22433a94e688,1c259443-cb6f-4a93-80e3-7bf4a1b1a60a,"28.538203135088875,77.13338311138675","28.60052029363083,77.25122721791419",13.33,120.7,card,2025-07-30 16:29:42.419803,2025-07-30 16:47:42.419803,0,legit
5690,d6ccffde-e8d9-4ac3-8e4f-c212246a2a49,c7c423c7-34fd-40b0-8086-79ee767d18ea,5551f9eb-8862-41e1-a0df-affcbb10180c,"28.52002810215372,77.19280710218888","28.647405911936445,77.15987526020294",13.16,124.11,card,2025-07-04 20:01:25.353331,2025-07-04 20:17:25.353331,0,legit
5691,0e1cf326-0183-4618-bda7-5bb701f92cc7,df7a32da-e393-442e-95e9-ff5bf33673aa,406f46ff-cae0-48ae-85fc-c7d050fceb85,"28.709732042281495,77.16907073238772","28.621239075835454,77.31801248261033",17.32,142.65,card,2025-07-21 13:32:51.298576,2025-07-21 13:46:51.298576,0,legit
5692,7f50c71d-005b-461e-af9a-fd7fa1b8fc65,d534aa8c-16c4-4084-99a3-4fb8c712e987,97c1e4a3-13c9-4c13-ad36-5a0ff483156d,"28.63113332284713,77.24556451902122","28.547304999179786,77.14709004079587",12.93,140.33,cash,2025-07-29 13:22:24.017912,2025-07-29 13:46:24.017912,0,legit
5693,ea8c3f6d-259e-410f-8d00-accc4c2b7024,d179e6ee-f016-4536-97b1-4772097fadf6,2df34dcd-52cc-4ec4-a9ed-103e89b5bdf6,"28.586584496612495,77.29187637136016","28.597359463639197,77.206154238057",8.64,73.82,card,2025-07-27 12:45:14.248422,2025-07-27 13:37:14.248422,0,legit
5694,4c8761ff-3523-4ccd-8ecd-a3ad7dd4e003,7ff54729-138b-4805-ae9a-0ad9bc83bcf4,7642ff57-16f2-415a-988a-8d1bee6e26b0,"28.67695056562851,77.30301059666085","28.622079791882815,77.14827313152719",16.42,154.57,card,2025-07-15 10:53:19.826517,2025-07-15 11:48:19.826517,0,legit
5695,7fd19d9d-16e2-4350-a3c4-ad9e7c5ca27e,9ca2264c-ea09-4dfb-bbaa-c9eae80c865a,4d0fdfb0-d3a9-443b-ab54-2233838f2604,"28.673034949729576,77.32239213164544","28.586295013438377,77.1865198068945",16.12,129.97,wallet,2025-07-05 07:04:39.421314,2025-07-05 07:50:39.421314,0,legit
5696,29ed639f-beb2-4a39-8de7-7d4be6c7489d,e42817e1-e236-483a-adfa-82af7855f253,5bc819ef-3754-4637-98b7-4232a5c15f52,"28.58411809423303,77.32178507061863","28.705389098195155,77.25108403945154",14.04,117.36,card,2025-08-15 21:32:26.021779,2025-08-15 22:27:26.021779,0,legit
5697,021cc0d2-4b80-4c4a-a83a-f0a5b47a8b12,b091ff94-238a-477c-ac34-0dcf212e4499,509fcc15-74a4-4666-a137-041258c07936,"28.54470323181341,77.311281506648","28.63733877086009,77.23430443659343",12.04,118.78,wallet,2025-07-07 20:24:45.191447,2025-07-07 20:30:45.191447,0,legit
5698,b9f092bf-28cd-47e0-9019-1ae11bbebd85,799f6528-9f26-41e7-be14-ad49743bc468,030c4cfb-b769-4347-8591-538c0f22e6ad,"28.67422111605313,77.17557849537343","28.693347401034394,77.26574917276758",9.22,82.36,wallet,2025-06-24 18:46:29.420375,2025-06-24 19:33:29.420375,0,legit
5699,fraud_driver_456,fraud_rider_123,dea82ab7-d294-44ec-a94c-7cd04e190ff8,"28.535227480970097,77.29702624421485","28.52938704640361,77.32566338340307",2.92,29.31,cash,2025-07-17 23:10:41.054542,2025-07-17 23:15:41.054542,1,device_reuse
5700,bf7f4ba6-8c2f-4785-83ce-5a7bafa38660,a2717010-6a7b-4d83-9ced-ec752ba77400,db962aa1-e23d-4cee-8fa9-5ce52691d668,"28.538279751384742,77.31851343707646","28.64446409346799,77.25490107693278",12.38,100.5,cash,2025-08-01 13:33:19.285350,2025-08-01 13:58:19.285350,0,legit
5701,9582113b-b514-4831-b0b4-6169b74f05d4,66d97a2c-e9bb-4cc2-9a34-6ca10ca5f509,db524ee6-1a7c-4f1c-9aa1-85fdf3403e60,"28.592957455827754,77.32923682109985","28.64928285877427,77.22014733967619",12.28,98.28,card,2025-07-15 19:28:00.626084,2025-07-15 20:28:00.626084,0,legit
5702,dd622f64-15fc-4d32-bee9-866ba7d847f9,9227a317-f18e-4a15-93ec-798ec7e571d4,d72f8ff0-ba66-4fb9-a7dd-4dc31dd3e0ed,"28.516443647160425,77.14272987727654","28.65492868814469,77.29985227962594",20.94,224.95,cash,2025-08-27 01:56:32.706038,2025-08-27 02:44:32.706038,0,legit
5703,2e36d078-0a3d-4402-954d-4e6b9fc175ac,65578b56-063f-43c2-ab4e-036216de665d,66c3d143-aa04-4b74-82b5-3c6a44b15e0b,"28.612712601725235,77.23416718554012","28.546534554031602,77.25724915166161",7.01,61.88,cash,2025-07-14 12:02:42.233452,2025-07-14 12:46:42.233452,0,legit
5704,274cfa9a-be32-487b-9c6a-25bd01910f9c,08ce4789-2921-4abf-9359-a2fb9a7e038f,94b91a11-7e70-463d-b2c1-cbcfcc857f92,"28.541793813082286,77.28976122695622","28.56535541731383,77.17858554010945",11.36,134.48,card,2025-08-31 17:54:49.213269,2025-08-31 18:38:49.213269,0,legit
5705,b8e99275-6ee5-4de9-af4f-f91b0b77be16,b2e14f39-97e8-4a29-a8e7-e5d76cc4a756,03bfdb7f-d4a4-45a9-915f-0da8ae36c479,"28.68604558816517,77.1817164417838","28.51355260874364,77.22863833327919",17.88,147.57,card,2025-06-19 11:47:30.608336,2025-06-19 12:44:30.608336,0,legit
5706,5f88c047-6f80-4d6e-b76e-6e0e1bc77c3d,cd337162-e9de-4ba8-8581-85eeccc08b2a,04782abc-2bf9-4275-9198-7fe365ddae04,"28.608651790725542,77.26994731453469","28.5746636164322,77.29410726095453",4.17,49.35,wallet,2025-08-02 11:46:54.587127,2025-08-02 12:16:54.587127,0,legit
5707,c84b5208-7a94-4e00-93a0-605489f0a9c7,e861ff92-792b-450d-b670-36a638102c20,0c67c63a-9d34-4e99-b146-9337d8c7f7d5,"28.600547918803215,77.20990030387478","28.625239639235957,77.27558966744806",7.02,59.84,cash,2025-06-23 15:34:05.920436,2025-06-23 15:52:05.920436,0,legit
5708,45a97afb-d7b2-4f40-a54a-c2e008a4a808,13d081f9-bbd3-40c2-a7e0-fb912696a2b7,e1ec2304-c9e9-4c52-8474-16cfeccc4c45,"28.64781296942408,77.32693701729607","28.601855285028233,77.26745581163594",7.52,70.22,card,2025-07-21 00:32:54.769152,2025-07-21 01:00:54.769152,0,legit
5709,404ec08d-e8c6-4441-adde-dfd0a8feff6a,e31df416-2fb6-4b18-b256-6fa292e59d53,f005f2c5-7689-4526-bd7c-5656cccf0261,"28.590366438271452,77.15875320354004","28.53671319616919,77.28038150717238",13.29,123.0,cash,2025-07-17 00:35:09.509757,2025-07-17 00:52:09.509757,0,legit
5710,044607b6-d547-43d2-a800-78c135a2438b,9c6118a7-88eb-4ffe-a44d-022f63da2a39,shared_device_999,"28.555186473339962,77.32019421228985","28.690549385567607,77.32864361120738",13.56,115.04,card,2025-07-04 10:42:27.834216,2025-07-04 11:25:27.834216,1,device_reuse
5711,3fccfb5a-a548-4343-9b4f-3d35c5ecf1a7,f4d0fe5a-d5f8-4010-a370-731f1245fe6a,753bf133-29a4-40cb-8310-8fe763f95b25,"28.70976399470019,77.15873510502963","28.671524102483907,77.31003762435235",15.61,129.2,card,2025-07-13 01:20:55.844192,2025-07-13 02:07:55.844192,0,legit
5712,0f3fd0b5-618c-41a8-87f2-7dec57d355e6,1796e2f9-79f2-4fa3-88c1-3e7167b67b61,2160abe7-d536-4087-835a-7343b84836ed,"28.68005882174214,77.30119201623529","28.511417681824216,77.21901213428231",18.76,162.44,card,2025-07-18 01:12:13.272899,2025-07-18 02:01:13.272899,0,legit
5713,d2edff47-a823-488a-885a-a099dd39bdd3,c1e48371-21f2-475f-8a36-550a5b3ce1ac,8454aa56-caa6-4fc6-9a18-30d5ae4c724e,"28.675348651229864,77.24079336593731","28.601313589243205,77.19772371184081",8.57,84.16,card,2025-07-27 01:24:21.128539,2025-07-27 01:58:21.128539,0,legit
5714,28693f04-1992-4416-8967-ec58a322d91a,c8d9b144-ad06-4063-82c3-c3e310431fdd,00a037ad-7983-43a5-aff3-a7757bfc0cea,"28.564036277280216,77.16216733169968","28.647043800738615,77.30961226780542",16.92,143.26,cash,2025-08-11 11:19:49.669020,2025-08-11 11:56:49.669020,0,legit
5715,257397d4-8b55-42cc-836a-faea78eb6234,06a7d75a-efd4-41f1-b886-33e4a2f43b5b,7bc9e316-0412-42bc-a371-6a92e10e63b6,"28.60595907809369,77.24587931014666","28.697780535939618,77.24998893457642",9.19,86.19,wallet,2025-08-29 00:23:48.080729,2025-08-29 01:23:48.080729,0,legit
5716,84fbf051-7319-462f-85a4-1b7fd05e4352,d1e2ec24-98ef-4802-8102-efb52cb8337f,ec8f8203-815e-4738-af2a-a6e7f6b04c7d,"28.6365890642725,77.19206340893427","28.56201563055947,77.31289089501766",14.2,149.57,cash,2025-07-29 05:21:41.818399,2025-07-29 05:42:41.818399,0,legit
5717,2507a7c2-05df-41fe-a4e1-bc69ddd6c666,e6eb1175-27a6-4ab4-837c-0072855a14af,716f96e5-8351-49c1-99fa-751cfa65bee1,"28.54325432151058,77.2239317591571","28.51928645336327,77.22491166806203",2.4,25.52,wallet,2025-07-06 03:18:10.050883,2025-07-06 03:42:10.050883,0,legit
5718,cbf42a46-40c7-4a6a-9b49-21aa714c7710,6b382ac2-e3bc-4311-ad0f-876d8c125155,1c3b5984-62ff-4c4c-bb9c-66e1e81e4777,"28.657729610939693,77.2593956884132","28.610877880900826,77.20361597704114",7.28,58.78,card,2025-08-17 02:57:56.934326,2025-08-17 03:24:56.934326,0,legit
5719,6246524d-e8aa-49b1-86ce-ba00a7ff5042,6b519d7d-bc25-45ac-a993-f74f73c14a15,8d5ec883-83c5-4951-ac21-fc73f0039f45,"28.654803108089375,77.13000241113131","28.654353744609498,77.19995289279927",7.0,82.85,cash,2025-07-22 16:12:20.809164,2025-07-22 16:42:20.809164,0,legit
5720,6cb5aead-065d-47c9-a82f-2e5d9675b5fc,b605045a-ab54-468b-834b-5d4d90236bf8,e31ea2d1-f13d-441a-ad14-10c116de83c2,"28.527990281455324,77.18588699532081","28.70238401873842,77.18400531925923",17.44,192.17,wallet,2025-08-31 01:24:46.704237,2025-08-31 02:18:46.704237,0,legit
5721,fraud_driver_456,fraud_rider_123,df6dedac-0e24-41d8-8408-e2a6a0b5192a,"28.683699696643394,77.2006803546995","28.656295141876942,77.16575377023715",4.44,42.27,wallet,2025-06-22 10:22:37.616466,2025-06-22 10:55:37.616466,1,rider_driver_repeat
